match_id,team1,team2,city,venue,season,team1_runs,team2_runs,winner
501198,Chennai Super Kings,Kolkata Knight Riders,Chennai,MA Chidambaram Stadium,2011,153,151,Chennai Super Kings
501199,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,Rajiv Gandhi International Stadium,2011,137,141,Rajasthan Royals
501201,Delhi Capitals,Mumbai Indians,Delhi,Feroz Shah Kotla,2011,95,99,Mumbai Indians
501203,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,Eden Gardens,2011,163,154,Kolkata Knight Riders
501204,Rajasthan Royals,Delhi Capitals,Jaipur,Sawai Mansingh Stadium,2011,151,152,Rajasthan Royals
501205,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,M Chinnaswamy Stadium,2011,140,143,Mumbai Indians
501206,Punjab Kings,Chennai Super Kings,Mohali,Punjab Cricket Association IS Bindra Stadium,2011,188,193,Kings XI Punjab
501208,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,Rajiv Gandhi International Stadium,2011,175,142,Deccan Chargers
501209,Rajasthan Royals,Kolkata Knight Riders,Jaipur,Sawai Mansingh Stadium,2011,159,160,Kolkata Knight Riders
501211,Chennai Super Kings,Royal Challengers Bangalore,Chennai,MA Chidambaram Stadium,2011,183,162,Chennai Super Kings
